stationType,stationID,nameTH,nameEN,long,lat,areaTH,areaEN,LastUpdate
GROUND,44t,เทศบาลนครหาดใหญ่ ,Hat Yai Municipality,100.48404,7.020545,"ต.หาดใหญ่ อ.หาดใหญ่, สงขลา","Hat Yai, Songkhla","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '37', 'unit': 'µg/m³'}, 'PM10': {'value': '56', 'unit': 'µg/m³'}, 'O3': {'value': '15', 'unit': 'ppb'}, 'CO': {'value': '-', 'unit': 'ppm'}, 'NO2': {'value': '3', 'unit': 'ppb'}, 'SO2': {'value': '0', 'unit': 'ppb'}, 'AQI': {'Level': '2', 'aqi': '50'}}"
GROUND,80t,ศาลากลาง จ.สตูล,"City Hall, Satun",100.066212,6.624686,"ต.พิมาน อ.เมือง, สตูล","Phiman, Mueang, Satun","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '26', 'unit': 'µg/m³'}, 'PM10': {'value': '38', 'unit': 'µg/m³'}, 'O3': {'value': '17', 'unit': 'ppb'}, 'CO': {'value': '0.57', 'unit': 'ppm'}, 'NO2': {'value': '1', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '2', 'aqi': '26'}}"
GROUND,08t,ศูนย์ฟื้นฟูอาชีพคนพิการและทุพลภาพ ,Prabadang Rehabiltation Center,100.543406,13.664023,"ต.ทรงคนอง อ.พระประแดง, สมุทรปราการ","Song Kanong, Phra Pradaeng, Samut Prakan","{'date': '2019-07-03', 'time': '15:00', 'PM25': {'value': '24', 'unit': 'µg/m³'}, 'PM10': {'value': '41', 'unit': 'µg/m³'}, 'O3': {'value': '9', 'unit': 'ppb'}, 'CO': {'value': '0.32', 'unit': 'ppm'}, 'NO2': {'value': '20', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '24'}}"
GROUND,16t,โรงไฟฟ้าพระนครใต้ ,South Bangkok Power Plant,100.556246,13.617982,"ต.บางโปรง อ.เมือง, สมุทรปราการ","Bang Prong, Meuang, Samut Prakan","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '21', 'unit': 'µg/m³'}, 'PM10': {'value': '36', 'unit': 'µg/m³'}, 'O3': {'value': '12', 'unit': 'ppb'}, 'CO': {'value': '0.55', 'unit': 'ppm'}, 'NO2': {'value': '17', 'unit': 'ppb'}, 'SO2': {'value': '2', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '21'}}"
GROUND,17t,บ้านพักกรมอุตสาหกรรมพื้นฐานและการเหมืองแร่,Residence for Dept. of Mineral Resources,100.53184,13.652154,"ต.ตลาด อ.พระประแดง, สมุทรปราการ","Talat, Phra Pradaeng, Samut Prakan","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '16', 'unit': 'µg/m³'}, 'PM10': {'value': '26', 'unit': 'µg/m³'}, 'O3': {'value': '10', 'unit': 'ppb'}, 'CO': {'value': '0.90', 'unit': 'ppm'}, 'NO2': {'value': '15', 'unit': 'ppb'}, 'SO2': {'value': '4', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '16'}}"
GROUND,18t,ศาลากลางจังหวัดสมุทรปราการ ,City Hall,100.597332,13.599172,"ต.ปากน้ำ อ.เมือง, สมุทรปราการ","Pak Nam, Meuang, Samut Prakan","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '23', 'unit': 'µg/m³'}, 'PM10': {'value': '41', 'unit': 'µg/m³'}, 'O3': {'value': '20', 'unit': 'ppb'}, 'CO': {'value': '0.10', 'unit': 'ppm'}, 'NO2': {'value': '18', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '23'}}"
GROUND,19t,การเคหะชุมชนเมืองใหม่บางพลี ,National Housing Authority Bangplee,100.785866,13.570333,"ต.บางเสาธง,อ.บางเสาธง, สมุทรปราการ","Bang Sao Thong, Bang Sao Thong, Samut Prakan ","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '17', 'unit': 'µg/m³'}, 'PM10': {'value': '40', 'unit': 'µg/m³'}, 'O3': {'value': '19', 'unit': 'ppb'}, 'CO': {'value': '0.62', 'unit': 'ppm'}, 'NO2': {'value': '27', 'unit': 'ppb'}, 'SO2': {'value': '5', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '20'}}"
GROUND,14t,แขวงการทางสมุทรสาคร ,Highway District,100.315675,13.705458,"ต.อ้อมน้อย, อ.กระทุ่มแบน, สมุทรสาคร","Om Noi, Krathum Baen, Samut Sakhon","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '-', 'unit': 'µg/m³'}, 'PM10': {'value': '52', 'unit': 'µg/m³'}, 'O3': {'value': '15', 'unit': 'ppb'}, 'CO': {'value': '0.46', 'unit': 'ppm'}, 'NO2': {'value': '14', 'unit': 'ppb'}, 'SO2': {'value': '19', 'unit': 'ppb'}, 'AQI': {'Level': '2', 'aqi': '27'}}"
GROUND,27t,โรงเรียนสมุทรสาครวิทยาลัย,Samut Sakhon Wittayalai School,100.264254,13.550478,"ริมถนนคู่ขนานพระราม 2  อ.เมือง, สมุทรสาคร","Maha Chai, Mueang, Samut Sakhon","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '-', 'unit': 'µg/m³'}, 'PM10': {'value': '-', 'unit': 'µg/m³'}, 'O3': {'value': '8', 'unit': 'ppb'}, 'CO': {'value': 'N/A', 'unit': 'ppm'}, 'NO2': {'value': '27', 'unit': 'ppb'}, 'SO2': {'value': '9', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '11'}}"
GROUND,24t,สถานีตำรวจภูธรตำบลหน้าพระลาน ,Na Phralan Police Station ,100.871228,14.687391,"ต.หน้าพระลาน, อ.เฉลิมพระเกียรติ , สระบุรี","Na Phra Lan, Chaloem Phra Kiat, Saraburi","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '-', 'unit': 'µg/m³'}, 'PM10': {'value': '78', 'unit': 'µg/m³'}, 'O3': {'value': '9', 'unit': 'ppb'}, 'CO': {'value': '0.26', 'unit': 'ppm'}, 'NO2': {'value': '22', 'unit': 'ppb'}, 'SO2': {'value': '-', 'unit': 'ppb'}, 'AQI': {'Level': '2', 'aqi': '48'}}"
GROUND,25t,สถานีดับเพลิงพระลักษณ์,Khao Noi Fire Station,100.926128,14.526302,"ต.ปากเพรียว, อ.เมือง, สระบุรี","Pak Phriao, Mueang Saraburi, Saraburi","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '6', 'unit': 'µg/m³'}, 'PM10': {'value': '17', 'unit': 'µg/m³'}, 'O3': {'value': '19', 'unit': 'ppb'}, 'CO': {'value': 'N/A', 'unit': 'ppm'}, 'NO2': {'value': '12', 'unit': 'ppb'}, 'SO2': {'value': 'N/A', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '14'}}"
GROUND,71t,โรงเรียนอนุบาลศรีอรัญโญทัย,Sriaranyothai Kindergarten,102.502124,13.692122,"ต.อรัญประเทศ, อ.อรัญประเทศ, สระแก้ว","Aranyaprathet, Aranyaprathet, Sa Kaeo","{'date': '2019-07-03', 'time': '15:00', 'PM25': {'value': '6', 'unit': 'µg/m³'}, 'PM10': {'value': '19', 'unit': 'µg/m³'}, 'O3': {'value': 'N/A', 'unit': 'ppb'}, 'CO': {'value': 'N/A', 'unit': 'ppm'}, 'NO2': {'value': 'N/A', 'unit': 'ppb'}, 'SO2': {'value': 'N/A', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '10'}}"
GROUND,42t,สำนักงานสิ่งแวดล้อมภาคที่ 14,"Environment Agency Section 14, Surat Thani",99.325355,9.126057,"ต.มะขามเตี้ย อ.เมือง, สุราษฎร์ธานี","Makham Tia, Mueang, Surat Thani","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '13', 'unit': 'µg/m³'}, 'PM10': {'value': '32', 'unit': 'µg/m³'}, 'O3': {'value': '16', 'unit': 'ppb'}, 'CO': {'value': '0.38', 'unit': 'ppm'}, 'NO2': {'value': '2', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '16'}}"
GROUND,57t,สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดเชียงราย,"Natural Resources and Environment Office, Chiangrai",99.823357,19.909242,"ต.เวียง อ.เมือง, เชียงราย","Wiang, Meuang, Chiang Rai","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '11', 'unit': 'µg/m³'}, 'PM10': {'value': '30', 'unit': 'µg/m³'}, 'O3': {'value': '19', 'unit': 'ppb'}, 'CO': {'value': '0.22', 'unit': 'ppm'}, 'NO2': {'value': '1', 'unit': 'ppb'}, 'SO2': {'value': 'N/A', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '15'}}"
GROUND,73t,สำนักงานสาธารณสุขแม่สาย,Maesai Health Office,99.883724,20.427234,"ต.เวียงพางคำ อ.แม่สาย, เชียงราย","Wiang Phang Kham, Mae Sai, Chiang Rai","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '9', 'unit': 'µg/m³'}, 'PM10': {'value': '25', 'unit': 'µg/m³'}, 'O3': {'value': '20', 'unit': 'ppb'}, 'CO': {'value': '0.31', 'unit': 'ppm'}, 'NO2': {'value': 'N/A', 'unit': 'ppb'}, 'SO2': {'value': 'N/A', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '14'}}"
GROUND,35t,ศูนย์ราชการจังหวัดเชียงใหม่ ,"City Hall, Chiangmai",98.969661,18.840633,"ต.ช้างเผือก อ.เมือง, เชียงใหม่","Chang Phueak, Meuang, Chiang Mai","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '22', 'unit': 'µg/m³'}, 'PM10': {'value': '37', 'unit': 'µg/m³'}, 'O3': {'value': '30', 'unit': 'ppb'}, 'CO': {'value': '-', 'unit': 'ppm'}, 'NO2': {'value': '8', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '22'}}"
GROUND,36t,โรงเรียนยุพราชวิทยาลัย ,Yupparaj Wittayalai School,98.9881062,18.7909205,"ต.ศรีภูมิ อ.เมือง, เชียงใหม่","Si Phum, Meuang, Chiang Mai","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '18', 'unit': 'µg/m³'}, 'PM10': {'value': '41', 'unit': 'µg/m³'}, 'O3': {'value': 'N/A', 'unit': 'ppb'}, 'CO': {'value': '0.47', 'unit': 'ppm'}, 'NO2': {'value': '11', 'unit': 'ppb'}, 'SO2': {'value': '1', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '21'}}"
GROUND,72t,สำนักงานสาธารณสุขจังหวัดเลย,"Provincial Health Office, Loei",101.728715,17.452765,"ต.นาอาน, อ.เมือง, เลย","Na An, Mueang, Loei","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '8', 'unit': 'µg/m³'}, 'PM10': {'value': '15', 'unit': 'µg/m³'}, 'O3': {'value': 'N/A', 'unit': 'ppb'}, 'CO': {'value': 'N/A', 'unit': 'ppm'}, 'NO2': {'value': 'N/A', 'unit': 'ppb'}, 'SO2': {'value': 'N/A', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '8'}}"
GROUND,69t,อุตุนิยมวิทยาจังหวัดแพร่,"Meteorology Center, Phrae",100.162345,18.128928,"ต.นาจักร อ.เมือง, แพร่","Na Chak, Meuang, Phrae","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '9', 'unit': 'µg/m³'}, 'PM10': {'value': '20', 'unit': 'µg/m³'}, 'O3': {'value': '14', 'unit': 'ppb'}, 'CO': {'value': '0.77', 'unit': 'ppm'}, 'NO2': {'value': '5', 'unit': 'ppb'}, 'SO2': {'value': '-', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '10'}}"
GROUND,58t,สำนักงานทรัพยากรธรรมชาติและสิ่งแวดล้อมจังหวัดแม่ฮ่องสอน,"Natural Resources and Environment Office, Mae Hongson",97.970999,19.304686,"ต.จองคำ อ.เมือง, แม่ฮ่องสอน","Chong Kham, Meuang, Mae Hong Son","{'date': '2019-07-03', 'time': '16:00', 'PM25': {'value': '8', 'unit': 'µg/m³'}, 'PM10': {'value': '15', 'unit': 'µg/m³'}, 'O3': {'value': '15', 'unit': 'ppb'}, 'CO': {'value': '0.31', 'unit': 'ppm'}, 'NO2': {'value': '-', 'unit': 'ppb'}, 'SO2': {'value': 'N/A', 'unit': 'ppb'}, 'AQI': {'Level': '1', 'aqi': '11'}}"
